"#","g#","Cover","Album","Streams","Daily"
"","429","","Queen Nicki Minaj","2,333,140,779","450,252"
"","430","","Settle Disclosure","2,330,732,818","879,455"
"","431","","The 1975 The 1975","2,330,414,195","850,276"
"","432","","Lungs Florence + The Machine","2,328,967,949","1,638,352"
"","433","","F.A.M.E. Maluma","2,328,823,297","413,598"
"","434","","Coloring Book Chance the Rapper","2,324,983,697","279,002"
"","435","","The Melodic Blue Baby Keem","2,320,338,289","1,987,565"
"","437","","Get Weird Little Mix","2,302,008,075","836,355"
"","438","","Yeezus Kanye West","2,297,817,055","1,381,828"
"","439","","Stick Season Noah Kahan","2,297,253,220","10,126,429"
"","440","","Now Or Never Nio Garcia & Casper Magico","2,288,332,899","609,595"
"","441","","H.E.R. H.E.R.","2,278,984,828","1,351,317"
"","442","","The Joshua Tree U2","2,278,041,325","1,199,141"
"","443","","X&Y Coldplay","2,274,873,715","1,127,639"
"","444","","Strange Trails Lord Huron","2,253,374,435","2,889,972"
"","445","","World War Joy The Chainsmokers","2,250,164,973","356,505"
"","446","","Cupido Tini","2,249,292,301","1,409,226"
"","447","","Tell Me You Love Me Demi Lovato","2,249,115,141","348,622"
"","448","","Escape Journey","2,247,987,500","1,190,242"
"","449","","Late Nights: The Album Jeremih","2,245,442,486","698,619"
"","450","","Ocean Karol G","2,242,668,166","878,084"
"","451","","The Beautiful & Damned G-Eazy","2,234,663,277","641,217"
"","452","","Fallen Evanescence","2,234,287,663","1,575,014"
"","453","","Planet Pit Pitbull","2,232,417,538","1,940,648"
"","454","","Petals To Thorns D4vd","2,231,127,048","3,394,776"
"","455","","2000 Manuel Turizo","2,230,643,466","2,392,674"
"","456","","Rave & Roses Rema","2,229,729,199","2,081,074"
"","457","","Meet The Orphans Don Omar","2,227,937,673","2,071,817"
"","458","","Late Registration Kanye West","2,217,042,407","1,612,840"
"","459","","Get To Know Becky Hill","2,216,776,399","584,637"
"","460","","For All The Dogs Drake","2,213,988,923","8,354,437"
"","461","","Hotel California Eagles","2,211,295,436","1,063,166"
"","462","","Blood Sugar Sex Magik Red Hot Chili Peppers","2,209,564,932","1,066,747"
"","463","","Euphoria Labrinth","2,207,815,931","1,466,862"
"","464","","Random Access Memories Daft Punk","2,206,618,435","882,523"
"","465","","Always in Between Jess Glynne","2,204,449,096","529,503"
"","466","","Dookie Green Day","2,198,790,227","1,418,199"
"","467","","Come Over When You're Sober, Pt. 1 Lil Peep","2,194,226,853","617,804"
"","468","","Die A Legend Polo G","2,190,247,118","821,190"
"","469","","Trench Twenty One Pilots","2,189,205,849","1,322,223"
"","470","","Translation Black Eyed Peas","2,187,176,194","402,817"
"","471","","The Dark Side Of The Moon Pink Floyd","2,186,652,242","1,163,771"
"","472","","La 167 Farruko","2,179,030,470","680,931"
"","473","","Jungle Rules French Montana","2,176,108,085","1,293,218"
"","474","","Hopes And Fears Keane","2,169,836,596","1,935,165"
"","475","","Demi Demi Lovato","2,164,899,752","1,059,210"
"","476","","Without Fear Dermot Kennedy","2,158,374,381","734,922"
"","477","","Sadnecessary Milky Chance","2,154,922,089","1,084,743"
"","478","","Songs From The Big Chair Tears For Fears","2,154,831,503","1,976,356"
"","479","","Certified Hitmaker Lil Mosey","2,150,041,668","526,980"
"","480","","Hands All Over Maroon 5","2,146,251,636","1,336,784"
"","481","","At Night, Alone. Mike Posner","2,140,242,790","796,947"
"","482","","Dangerously In Love Beyoncé","2,135,495,573","1,642,238"
"","483","","Las Que No Iban A Salir Bad Bunny","2,133,913,037","747,440"
"","484","","Life Of A Dark Rose Lil Skies","2,123,751,075","412,214"
"","485","","Sick Boy The Chainsmokers","2,123,679,867","317,549"
"","486","","Because The Internet Childish Gambino","2,121,543,931","871,916"
"","487","","While The World Was Burning Saint JHN","2,116,349,962","535,109"
"","489","","My Head Is An Animal Of Monsters and Men","2,109,414,148","896,353"
"","490","","Lust For Life Lana Del Rey","2,105,872,099","1,180,852"
"","491","","OK Computer Radiohead","2,105,542,869","1,824,972"
"","492","","Relapse Eminem","2,105,057,729","830,920"
"","493","","Some Nights fun.","2,104,921,698","859,462"
"","494","","Pink Friday Nicki Minaj","2,100,644,762","1,135,232"
"","495","","The Massacre 50 Cent","2,099,318,125","1,429,033"
"","496","","Synchronicity The Police","2,098,053,528","1,648,449"
"","497","","Energía J Balvin","2,098,001,769","573,128"
"","498","","Whatever People Say I Am, That's What I'm Not Arctic Monkeys","2,091,749,649","1,045,235"
"","499","","Encanto Lin-Manuel Miranda","2,087,887,153","1,021,550"
"","500","","Music Of The Spheres Coldplay","2,086,800,052","1,127,737"
"","501","","Testing ASAP Rocky","2,083,440,904","1,118,757"
"","502","","News Of The World Queen","2,080,348,272","1,069,396"
"","503","","The College Dropout Kanye West","2,079,426,756","2,051,564"
"","504","","Toto IV Toto","2,070,348,577","1,003,619"
"","505","","Kirk DaBaby","2,068,921,445","508,662"
"","506","","Perfect Ten Mustard","2,067,686,522","582,974"
"","507","","Traveller Chris Stapleton","2,065,728,746","1,460,454"
"","508","","B4 The Storm Internet Money","2,065,038,801","506,052"
"","509","","High Off Life Future","2,062,590,242","931,101"
"","510","","5 Seconds Of Summer 5 Seconds of Summer","2,059,901,051","749,884"
"","511","","Konvicted Akon","2,056,741,022","1,637,005"
"","512","","Gangalee Farruko","2,055,198,268","323,239"
"","513","","Sigh No More Mumford & Sons","2,051,029,499","688,744"
"","514","","Intimo Nicky Jam","2,047,815,089","362,529"
"","515","","Kiss Carly Rae Jepsen","2,046,164,823","1,356,485"
"","516","","Uptown Special Mark Ronson","2,045,818,432","775,097"
"","517","","Ye Kanye West","2,042,844,214","1,534,106"
"","518","","Everybody Logic","2,039,543,734","322,592"
"","519","","Led Zeppelin IV Led Zeppelin","2,038,767,627","918,043"
"","520","","Oracular Spectacular MGMT","2,038,271,166","1,346,787"
"","521","","Confident Demi Lovato","2,035,266,457","711,127"
"","522","","An Awesome Wave alt-J","2,030,521,177","809,559"
"","523","","Ten Pearl Jam","2,029,103,909","1,112,960"
"","524","","Reckless Bryan Adams","2,024,507,659","1,338,453"
"","525","","SremmLife 2 Rae Sremmurd","2,023,897,939","500,394"
"","526","","Tha Carter IV Lil Wayne","2,012,910,105","894,677"
"","527","","One Of The Boys Katy Perry","2,005,456,248","1,406,625"
"","528","","808s & Heartbreak Kanye West","2,004,967,715","2,034,791"
"","529","","Brighter Days Sigala","2,004,494,938","317,807"
"","530","","Championships Meek Mill","1,999,830,508","525,687"
"","531","","Sugar Robin Schulz","1,994,553,962","497,727"
"","532","","Feel Something Jaymes Young","1,992,787,336","816,774"
"","533","","What A Time To Be Alive Drake & Future","1,988,488,482","425,831"
"","534","","4 Your Eyez Only J. Cole","1,982,708,247","760,272"
"","535","","Dizzy Up The Girl The Goo Goo Dolls","1,981,898,530","1,762,749"
"","536","","Golden Romeo Santos","1,978,829,866","984,992"
"","537","","Famouz Jhayco","1,978,676,865","821,457"
"","538","","I Like It When You Sleep, For You Are So Beautiful Yet So Unaware Of It The 1975","1,978,617,115","626,121"
"","539","","Destined 2 Win Lil Tjay","1,977,527,219","1,007,035"
"","540","","Hunting High And Low a-ha","1,975,979,394","1,634,770"
"","541","","Honestly, Nevermind Drake","1,974,962,292","1,788,438"
"","542","","Born In The U.S.A. Bruce Springsteen","1,972,611,824","1,080,262"
"","543","","Teatro D'Ira - Vol. I Måneskin","1,970,941,267","1,243,647"
"","544","","El Madrileño C. Tangana","1,970,476,985","1,184,283"
"","545","","Call Me If You Get Lost Tyler, The Creator","1,970,314,596","1,652,643"
"","546","","Avīci (01) Avicii","1,970,290,723","687,652"
"","547","","Footloose Various Artists","1,969,480,238","979,214"
"","548","","K-12 / After School Melanie Martinez","1,961,395,112","1,536,086"
"","549","","A Love Letter To You 4 Trippie Redd","1,959,947,464","779,064"
"","550","","Speakerboxxx/The Love Below Outkast","1,959,067,066","1,060,196"
"","551","","Arcane League Of Legends Various Artists","1,958,128,432","1,170,902"
"","552","","Barrio Fino Daddy Yankee","1,957,773,563","1,662,639"
"","553","","Use Your Illusion II Guns N' Roses","1,957,375,284","1,151,672"
"","554","","All I Want Is You Miguel","1,952,214,414","2,161,069"
"","555","","Less Is More Lost Frequencies","1,951,838,315","1,016,960"
"","556","","Wanted On Voyage George Ezra","1,951,803,336","729,324"
"","557","","Save Me, San Francisco Train","1,945,771,274","1,103,173"
"","558","","Paranoid Black Sabbath","1,943,659,110","1,517,041"
"","559","","Para Aventuras Y Curiosidades Mau y Ricky","1,942,951,240","388,265"
"","560","","Animal Kesha","1,941,291,865","1,409,673"
"","561","","Sex And Love Enrique Iglesias","1,940,728,584","876,165"
"","562","","Hurry Up, We're Dreaming M83","1,940,538,271","1,061,609"
"","563","","Harder Than Ever Lil Baby","1,939,457,528","1,055,407"
"","564","","Charlie Charlie Puth","1,936,915,981","1,224,581"
"","565","","Chosen Måneskin","1,932,232,144","969,256"
"","566","","Sublime Sublime","1,930,581,210","942,411"
"","567","","Smithereens Joji","1,930,005,687","1,549,263"
"","568","","JackBoys Travis Scott & Various Artists","1,927,854,674","807,276"
"","569","","The Click AJR","1,927,618,354","463,961"
"","570","","Me 4 U OMI","1,927,417,131","543,691"
"","571","","The Beatles (White Album) The Beatles","1,927,109,995","981,553"
"","572","","Willy And The Poor Boys Creedence Clearwater Revival","1,926,793,273","1,601,965"
"","573","","Mis Manos Camilo","1,924,900,062","753,388"
"","574","","Brightest Blue Ellie Goulding","1,923,436,645","455,712"
"","575","","Khaled Khaled DJ Khaled","1,917,938,210","699,624"
"","576","","Thank Me Later Drake","1,916,880,711","1,255,578"
"","577","","Paramore Paramore","1,915,486,264","972,940"
"","578","","Who Hurt You? Ali Gatie","1,913,556,327","552,301"
"","579","","Staying At Tamara's George Ezra","1,911,780,951","512,741"
"","580","","Revival Eminem","1,910,371,814","315,570"
"","581","","In Utero Nirvana","1,902,053,156","1,632,374"
"","582","","Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más Morat","1,898,870,246","1,309,207"
"","583","","Millennium Backstreet Boys","1,898,644,214","996,809"
"","584","","Arrival ABBA","1,897,107,800","1,523,555"
"","585","","11:11 Maluma","1,897,015,974","381,773"
"","586","","Be The Cowboy Mitski","1,896,237,961","1,850,232"
"","587","","The Off-Season J. Cole","1,895,921,244","1,043,530"
"","588","","All The Right Reasons Nickelback","1,889,446,429","1,184,957"
"","589","","Continuum John Mayer","1,886,660,261","755,015"
"","590","","One-X Three Days Grace","1,884,745,150","1,099,465"
"","591","","She's So Unusual Cyndi Lauper","1,884,491,319","1,742,984"
"","592","","Mamma Mia! The Movie Various Artists","1,883,234,366","1,116,256"
"","593","","Nakamura Aya Nakamura","1,881,603,672","492,193"
"","594","","Use Your Illusion I Guns N' Roses","1,881,500,851","1,029,322"
"","595","","Manifesto Musical (Ao Vivo) Henrique & Juliano","1,880,481,346","800,710"
"","596","","Freedom Akon","1,876,913,671","1,311,621"
"","597","","Let Go Avril Lavigne","1,865,789,767","1,172,558"
"","598","","Frozen II Robert Lopez, Kristen Anderson-Lopez & Christophe Beck","1,864,597,820","781,127"
"","599","","I Never Liked You Future","1,860,375,084","1,671,157"
"","600","","Project Baby 2: All Grown Up Kodak Black","1,858,204,575","601,111"
"","601","","Cole World: The Sideline Story J. Cole","1,856,436,806","1,233,177"
"","602","","Dark Sky Paradise Big Sean","1,853,810,725","536,871"
"","603","","The Colour And The Shape Foo Fighters","1,853,023,493","1,454,946"
"","604","","Stokeley Ski Mask The Slump God","1,853,006,568","769,842"
"","605","","Dying To Live Kodak Black","1,852,367,545","568,065"
"","606","","Circles Mac Miller","1,850,057,546","843,048"
"","607","","Talking Is Hard Walk The Moon","1,849,031,176","1,145,097"
"","608","","Forever Alesso","1,848,216,631","635,907"
"","609","","Elephant The White Stripes","1,846,797,088","1,061,155"
"","610","","Heartbreak On A Full Moon / Cuffing Season - 12 Days Of Christmas Chris Brown","1,842,801,585","372,814"
"","611","","Best White Noise For Baby Sleep - Loopable With No Fade White Noise Baby Sleep","1,839,963,405","530,634"
"","612","","KOD J. Cole","1,839,249,598","453,419"
"","613","","A/B Kaleo","1,837,592,285","1,355,930"
"","614","","This Is What ____ Feels Like (Vol. 1-4) Jvke","1,836,760,098","1,777,609"
"","615","","Highway To Hell AC/DC","1,835,138,647","1,352,344"
"","616","","Americana The Offspring","1,834,201,717","1,464,274"
"","617","","FutureSex/LoveSounds Justin Timberlake","1,831,744,938","994,368"
"","618","","Making Mirrors Gotye","1,821,576,345","1,029,543"
"","619","","Everything Means Nothing Blackbear","1,821,017,502","476,333"
"","620","","World Of Walker Alan Walker","1,819,418,491","959,124"
"","621","","Épico Lunay","1,816,266,199","464,735"
"","622","","Life's A Trip Trippie Redd","1,814,220,264","570,173"
"","623","","Discovery Daft Punk","1,812,163,354","848,983"
"","624","","Take Time Giveon","1,810,507,966","1,275,407"
"","625","","Real Hasta La Muerte Anuel AA","1,805,647,665","1,091,703"
"","626","","Data Tainy","1,804,180,727","2,411,983"
"","627","","Reflection Fifth Harmony","1,802,641,215","474,017"
"","628","","The Dutchess Fergie","1,801,970,710","903,127"
"","629","","Face Jimin","1,800,986,470","4,002,372"
"","630","","Ubuntu Piso 21","1,800,680,734","740,577"
"","631","","Breakaway Kelly Clarkson","1,797,350,640","1,063,504"
"","632","","Gloria Sam Smith","1,795,797,776","1,154,376"
"","633","","Issa Album 21 Savage","1,792,830,195","439,457"
"","634","","The Works Queen","1,783,616,875","700,831"
"","635","","How To Save A Life The Fray","1,782,242,645","1,097,763"
"","636","","Brothers In Arms Dire Straits","1,779,688,152","1,038,836"
"","637","","Montevallo Sam Hunt","1,779,308,688","318,048"
"","638","","Me Dejé Llevar Christian Nodal","1,777,460,789","594,495"
"","639","","Sueños Sech","1,772,895,177","351,731"
"","640","","Chase Atlantic Chase Atlantic","1,769,804,765","2,017,666"
"","641","","Gemini Macklemore","1,767,545,142","586,938"
"","642","","Mañana Será Bonito (Bichota Season) Karol G","1,767,088,571","6,492,475"
"","643","","Sale El Sol Shakira","1,765,834,277","898,593"
"","644","","Voulez-Vous ABBA","1,760,267,554","1,161,326"
"","645","","Save Rock And Roll Fall Out Boy","1,759,215,440","770,409"
"","646","","That's The Spirit Bring Me The Horizon","1,757,159,452","920,783"
"","647","","Saturno Rauw Alejandro","1,756,857,567","1,791,051"
"","648","","Yours Truly Ariana Grande","1,750,419,042","821,837"
"","649","","Poems Of The Past Powfu","1,748,939,475","678,433"
"","650","","Reclassified Iggy Azalea","1,746,076,983","512,557"
"","651","","Meet The Woo Pop Smoke","1,745,352,886","853,721"
"","652","","Emigrante Del Mundo Lucenzo","1,742,507,248","1,458,804"
"","653","","Wasteland Brent Faiyaz","1,740,014,971","1,982,179"
"","654","","The Adventures Of Bobby Ray B.o.B","1,738,580,232","805,588"
"","655","","Pretty Boy, Dirty Boy Maluma","1,737,586,399","810,231"
"","656","","Don't Kill The Magic Magic!","1,735,337,032","864,922"
"","657","","Woodstock Portugal. The Man","1,731,300,250","624,762"
"","658","","Things I Wanted To Tell You Kina","1,730,719,699","485,927"
"","659","","Shock Value Timbaland","1,728,526,079","1,538,970"
"","660","","Tha Carter III Lil Wayne","1,727,396,293","1,000,942"
"","661","","Vol. 3: The Subliminal Verses Slipknot","1,726,049,117","1,262,719"
"","662","","Dopamine Børns","1,724,636,993","827,138"
"","663","","Blue Neighbourhood Troye Sivan","1,724,356,814","269,521"
"","664","","Here's To The Good Times Florida Georgia Line","1,719,921,316","489,222"
"","665","","Rokstarr Taio Cruz","1,717,231,398","1,103,267"
"","666","","LSD Labrinth, Sia & Diplo","1,717,110,251","519,441"
"","667","","Jack Ü Skrillex & Diplo","1,716,940,881","333,825"
"","668","","A Fever You Can't Sweat Out Panic! At The Disco","1,715,009,015","746,513"
"","669","","Ahora Reik","1,712,712,503","423,745"
"","670","","The Blueprint 3 Jay-Z","1,712,129,511","1,318,586"
"","671","","Inter Shibuya - La Mafia Feid","1,709,739,498","1,679,025"
"","672","","I Am You YNW Melly","1,708,163,963","585,236"
"","673","","Electra Heart Marina","1,705,454,496","743,315"
"","674","","Brand New Eyes Paramore","1,703,512,760","1,125,567"
"","675","","Babel Mumford & Sons","1,699,624,968","495,480"
"","676","","Light Of Mine Kyle","1,699,453,420","260,207"
"","677","","Pablo Honey Radiohead","1,697,936,602","1,418,929"
"","678","","Too Young To Be Sad Tate McRae","1,697,140,080","1,337,198"
"","679","","Microdosis Mora","1,695,372,565","1,858,619"
"","680","","Wonder Shawn Mendes","1,694,812,468","521,386"
"","681","","#3 The Script","1,691,899,906","746,632"
"","682","","Tha Carter V Lil Wayne","1,691,789,699","366,014"
"","683","","From Under The Cork Tree Fall Out Boy","1,691,519,993","1,006,863"
"","684","","Tourist History Two Door Cinema Club","1,691,207,041","990,720"
"","685","","F.A.M.E. Chris Brown","1,686,600,681","710,036"
"","686","","Last Year Was Complicated Nick Jonas","1,685,486,446","384,981"
"","687","","Ayayay! Christian Nodal","1,683,476,256","744,007"
"","688","","Calm 5 Seconds of Summer","1,682,279,287","721,960"
"","689","","The London Sessions Tiësto","1,682,229,020","320,980"
