"#","g#","Cover","Album","Streams","Daily"
"","3,524","","Det Kommer Aldrig Va Över För Mig Håkan Hellström","250,929,839","51,045"
"","3,525","","Gekijo (劇場) Natori","250,090,773","415,759"
"","3,526","","On The Run! (我很忙) Jay Chou","250,075,885","171,559"
"","3,527","","Dromen In Kleur Suzan & Freek","249,684,586","96,248"
"","3,528","","My Song Your Song Ikimonogakari","248,505,844","146,316"
"","3,529","","Så Mycket Bättre (Säsong 3) Various Artists","248,445,929","24,052"
"","3,530","","Little Girl Blue Nina Simone","247,833,299","114,249"
"","3,531","","MTV Hustle 2.0 Various Artists","247,805,114","202,633"
"","3,532","","Master Anirudh Ravichander","246,722,737","184,169"
"","3,533","","Our Biggest Thing Ever Last Child","246,245,677","529,085"
"","3,534","","Fixion The Oral Cigarettes","245,399,968","128,528"
"","3,535","","Desi Kalakaar (देसी कलाकार) Yo Yo Honey Singh","245,122,533","352,622"
"","3,536","","In All Of My Lonely Nights Henry Moodie","244,620,394","1,431,910"
"","3,537","","Chandelier Back Number","244,417,725","186,485"
"","3,538","","Konspirasi Alam Semesta Fiersa Besari","244,159,232","126,914"
"","3,539","","Shree Hanuman Chalisa (श्री हनुमान चालीसा) Hariharan","243,613,158","576,412"
"","3,540","","Ruang Tunggu Payung Teduh","243,237,727","275,435"
"","3,541","","Mantra Mantra Kunto Aji","242,331,753","110,760"
"","3,542","","Kwiat Polskiej Młodzieży Bedoes & Kubi Producent","242,252,144","112,828"
"","3,543","","Kalank (कलंक) Pritam","242,107,716","276,165"
"","3,544","","Barn Av Vår Tid Hov1","242,100,391","132,712"
"","3,545","","Ek Villain Returns (एक विलेन रिटर्न्स) Ankit Tiwari, Tanishk Bagchi & Kaushik-Guddu","241,943,292","227,713"
"","3,546","","Sinergi Jaz","241,129,552","171,982"
"","3,547","","Hope Macaroni Empitsu","240,305,876","176,269"
"","3,548","","Första Klass Einár","240,142,827","77,333"
"","3,549","","Rüyalarda Buruşmuşuz Adamlar","238,115,006","109,336"
"","3,550","","Uczta Sanah","237,779,967","141,925"
"","3,551","","Kal Ho Naa Ho (कल हो ना हो) Shankar-Ehsaan-Loy","237,380,823","232,806"
"","3,552","","The Flying Platters Around The World The Platters","236,968,586","24,514"
"","3,553","","Darmaduman Duman","236,555,629","249,983"
"","3,554","","Heaven Of Love ADA Band","236,447,889","265,632"
"","3,555","","El Ídolo De México Vicente Fernández","236,235,879","176,399"
"","3,556","","Falling Into Your Eyes Record (瞳へ落ちるよレコード) Aimyon","235,605,320","181,472"
"","3,557","","Thank God Tanishk Bagchi, Rochak Kohli & Chamath Sangeeth","234,888,065","158,495"
"","3,558","","Michael Michael Pangilinan","234,042,461","114,624"
"","3,559","","Buster Keaton Miyagi","233,205,508","203,695"
"","3,560","","Laal Singh Chaddha (लाल सिंह चड्ढा) Pritam","233,132,562","276,403"
"","3,561","","Satyameva Jayate (सत्यमेव जयते) Various Artists","232,842,570","264,593"
"","3,562","","Agent Vinod Pritam","232,840,407","253,680"
"","3,563","","José José (El Triste) José José","232,808,922","148,675"
"","3,564","","Fuiste Mía Un Verano Leonardo Favio","232,799,810","213,650"
"","3,565","","Jay Chou's Bedtime Stories (周杰倫的床邊故事) Jay Chou","232,747,979","109,536"
"","3,566","","Aşk Tesadüfleri Sever (Mucize Ve Buluşma) Müslüm Gürses","232,394,201","243,380"
"","3,567","","Pushpa: The Rise (పుష్ప : ది రైజ్) Devi Sri Prasad","232,388,491","114,723"
"","3,568","","Kessoku Band (結束バンド) Kessoku Band","231,464,444","290,835"
"","3,569","","As Quatro Estações Legião Urbana","229,617,714","172,310"
"","3,570","","Punya Paap (पुण्य पाप) Divine","229,095,732","170,590"
"","3,571","","Bhediya (भेड़िया) Sachin-Jigar","228,958,303","627,872"
"","3,572","","Strike Whilst The Iron Is Hot Orange & Lemons","228,740,789","673,893"
"","3,573","","Falco 3 Falco","227,947,243","134,881"
"","3,574","","Shubh Mangal Zyada Saavdhan (शुभ मंगल ज़्यादा सावधान) Tanishk Bagchi, Vayu & Tony Kakkar","227,866,056","220,588"
"","3,575","","Só No Forevis Raimundos","227,475,616","192,287"
"","3,576","","Tiempo De Otoño José Luis Perales","227,351,357","183,021"
"","3,577","","Ego & Fungsi Otak Fourtwnty","227,206,457","172,918"
"","3,578","","Untuk Dunia, Cinta, Dan Kotornya Nadin Amizah","227,128,709","775,674"
"","3,579","","Marion Marion Jola","227,102,310","96,307"
"","3,580","","Gedeeld Door Ons Suzan & Freek","226,242,278","59,790"
"","3,581","","Pretty Boy White 2115","226,104,387","119,044"
"","3,582","","Sen Ağlama Sezen Aksu","225,860,534","279,763"
"","3,583","","Naluri Lelaki Samsons","225,593,878","219,039"
"","3,584","","Primavera In Anticipo Laura Pausini","225,571,537","165,696"
"","3,585","","Dev Ritviz","225,401,656","118,481"
"","3,586","","The Special One Yovie & Nuno","224,908,674","309,320"
"","3,587","","Unforgettable Nat King Cole","224,744,984","180,877"
"","3,588","","Yaşam Çiçeği Ziynet Sali","224,329,933","163,095"
"","3,589","","Pocztówka Z WWA, Lato '19 Taco Hemingway","224,108,350","74,690"
"","3,590","","Magic Back Number","223,297,093","288,975"
"","3,591","","Begefendi Bege","222,510,791","60,544"
"","3,592","","Bintang Lima Dewa 19","222,403,355","344,051"
"","3,593","","Devil Vicke Blanka","222,158,193","106,988"
"","3,594","","#osnrap OSN","221,770,974","135,106"
"","3,595","","Rapstar Ceza","220,760,725","144,788"
"","3,596","","Pushpa: The Rise (పుష్ప : ది రైజ్) [Hindi] Devi Sri Prasad","220,671,688","112,492"
"","3,597","","El Mehdi Bilal Wahib","220,483,870","61,172"
"","3,598","","Badlapur (बदलापुर) Sachin-Jigar","220,466,889","301,840"
"","3,599","","...E Penso A Te Ricchi E Poveri","220,356,015","302,143"
"","3,600","","Nauczyłem Się Przeklinać Chivas","220,143,217","156,863"
"","3,601","","Simmba (सिम्बा) Various Artists","220,063,218","196,341"
"","3,602","","W Samo Południe ReTo","219,523,802","137,262"
"","3,603","","Parti İptal Emir Can İğrek","219,502,052","323,258"
"","3,604","","Seni Kendime Sakladım Duman","219,168,018","115,597"
"","3,605","","Ziomalski Mixtape Żabson","218,623,980","87,309"
"","3,606","","Jongen Van De Straat Lil Kleine","218,364,251","33,881"
"","3,607","","Amore Andrea Bocelli","217,252,394","151,846"
"","3,608","","Shor In The City Sachin-Jigar & Harpreet","216,934,473","284,733"
"","3,609","","Amor Libre Camilo Sesto","216,623,230","180,634"
"","3,610","","Cutterpillow Eraserheads","216,591,380","150,482"
"","3,611","","Mismatched: Season 2 Various Artists","216,323,361","227,391"
"","3,612","","Perubahan D'Masiv","215,780,556","327,697"
"","3,613","","Sympa King Gnu","215,500,245","112,286"
"","3,614","","OIO Oki, Young Igi & Otsochodzi","215,434,214","89,747"
"","3,615","","Raanjhanaa (रांझणा) A.R. Rahman","214,883,901","254,727"
"","3,616","","Allemaal Een Droom Boef","214,752,125","59,857"
"","3,617","","Cocktail Pritam","214,726,312","274,091"
"","3,618","","Ağır Roman Emir Can İğrek","214,673,673","157,344"
"","3,619","","LOL Basshunter","214,500,559","115,532"
"","3,620","","Leven Maan","214,363,466","138,274"
"","3,621","","Dilwale (दिलवाले) Pritam","213,629,313","199,669"
"","3,622","","35xxxv One OK Rock","213,599,887","87,213"
"","3,623","","Suzume (すずめの戸締まり) Radwimps & Kazuma Jinnouchi","213,344,899","310,093"
"","3,624","","Table No. 21 Gajendra Verma & Sachin Gupta","213,304,312","300,449"
"","3,625","","Anjaana Anjaani (अनजाना अनजानी) Vishal-Shekhar","213,275,033","253,969"
"","3,626","","Atma Soegi Bornean","213,155,879","156,058"
"","3,627","","Elvis Presley Elvis Presley","213,016,154","93,118"
"","3,628","","Bunka Eve","212,761,144","147,631"
"","3,629","","98.01.11 Yasin","212,578,201","120,575"
"","3,630","","Aalas Ka Pedh The Local Train","212,141,887","440,332"
"","3,631","","Unser Uverworld","212,056,794","75,420"
"","3,632","","Sol María Eladio Carrion","211,967,698","2,176,801"
"","3,633","","Så Mycket Bättre (Säsong 7) Various Artists","211,638,877","16,195"
"","3,634","","Hoogseizoen Dopebwoy","211,320,732","88,039"
"","3,635","","Yang Patah Tumbuh, Yang Hilang Berganti Banda Neira","211,252,553","233,286"
"","3,636","","07 Des Sheila On 7","211,024,795","186,948"
"","3,637","","Kuch Kuch Hota Hai (कुछ कुछ होता है) Jatin-Lalit","210,883,113","239,036"
"","3,638","","Beyond Acoustic MYMP","210,795,136","103,991"
"","3,639","","Animal Stories Kevin","210,648,576","59,769"
"","3,640","","Exagerado Cazuza","210,517,922","189,366"
"","3,641","","Ölürüm Sana Tarkan","210,442,718","148,466"
"","3,642","","Hisohiso Banashi (潜潜話) Zutomayo","210,430,612","107,121"
"","3,643","","Next! Seeed","210,155,293","90,715"
"","3,644","","Paiyaa (பையா) Yuvan Shankar Raja","210,063,034","250,036"
"","3,645","","Fanaa (फ़ना) Jatin-Lalit","209,778,404","248,851"
"","3,646","","Gift Given","209,703,993","98,551"
"","3,647","","Chega De Saudade João Gilberto","209,444,765","99,329"
"","3,648","","Season's Greetings Perry Como","208,785,013","3,969"
"","3,649","","Vindar På Mars Hov1","208,606,289","55,591"
"","3,650","","Jinkougaku (沈香学) Zutomayo","207,487,339","248,472"
"","3,651","","Freedom (終於了解自由) Eric Chou","206,367,473","85,348"
"","3,652","","Doğa Murda","206,231,810","42,026"
"","3,653","","Dibe İniyorum (Demo) Rei 6","205,533,309","166,101"
"","3,654","","'T Album Onderweg Naar ‘Het Album’ Frenna","205,473,652","35,686"
"","3,655","","Hov1 Hov1","205,238,157","43,935"
"","3,656","","Ved Ritviz","204,527,405","71,891"
"","3,657","","Y Volveré Los Angeles Negros","204,123,413","179,904"
"","3,658","","Kisah Klasik Untuk Masa Depan Sheila On 7","203,990,946","200,142"
"","3,659","","Yura Yura Yunita","203,858,366","174,570"
"","3,660","","77 Nachten SFB","203,820,201","41,635"
"","3,661","","De Kibbelingsound Donnie","203,727,925","130,293"
"","3,662","","Kawakiwoameku (カワキヲアメク) Minami","203,155,593","108,576"
"","3,663","","P.U.S.P.A. ST12","203,100,127","315,786"
"","3,664","","Byahe John Roa","201,847,521","166,148"
"","3,665","","Still Fantasy (范特西) Jay Chou","201,781,274","117,213"
"","3,666","","Lata Dwudzieste Dawid Podsiadło","201,605,004","143,737"
"","3,667","","Minnalae (மின்னலே) Harris Jayaraj","201,324,475","267,962"
"","3,668","","Handmade Raisa","201,306,835","139,086"
"","3,669","","Four You Karan Aujla","201,170,285","338,616"
"","3,670","","Bigotilyo Parokya Ni Edgar","201,083,390","144,121"
"","3,671","","Rockstar White 2115","200,788,858","64,768"
"","3,672","","Yamakasi Miyagi & Andy Panda","200,663,855","145,268"
"","3,673","","Bakemonogatari Ongakuzenshu (化物語 音楽全集) Various Artists","200,605,543","101,898"
"","3,674","","Ni (弐) Yuuri","200,127,830","315,104"
"","3,675","","Romantico Kamikazee","200,052,581","156,544"
"","3,676","","Alla Våra Låtar Norlie & KKV","199,806,302","30,767"
"","3,677","","Saajan (साजन) Nadeem Shravan","199,495,749","324,387"
"","3,678","","Julie Is Her Name Julie London","199,397,920","81,208"
"","3,679","","Common Jasmin Orange (七里香) Jay Chou","198,486,097","156,777"
"","3,680","","Half Girlfriend Various Artists","198,447,190","215,112"
"","3,681","","Sonsuza Kadar Kalben","197,140,762","217,653"
"","3,682","","Neogazino Madrigal","197,072,704","142,191"
"","3,683","","Daydream Aimer","196,880,133","92,702"
"","3,684","","Hope / Wish Hirai Dai","196,759,773","107,702"
"","3,685","","Forever Lit Dopebwoy","195,469,613","35,914"
"","3,686","","International Villager Yo Yo Honey Singh","195,270,649","285,175"
"","3,687","","Sansinukob Dilaw","195,233,869","258,818"
"","3,688","","Materyal Shanti Dope","194,826,677","145,783"
"","3,689","","Singalong Ryokuoushoku Shakai","194,247,442","114,745"
"","3,690","","Way Ahead Karan Aujla","194,227,983","167,210"
"","3,691","","Weathering With You (天気の子) Radwimps","194,052,310","109,338"
"","3,692","","Grandma Unique Salonga","194,006,358","171,047"
"","3,693","","Ghost Diljit Dosanjh","193,699,887","1,231,223"
"","3,694","","Tosaku (盗作) Yorushika","193,665,190","154,073"
"","3,695","","Ljungaverk Stiftelsen","193,162,952","35,329"
"","3,696","","Kalben Kalben","192,690,848","217,135"
"","3,697","","Vapen & Ammunition Kent","192,622,745","130,687"
"","3,698","","Landspace Lisa","192,413,905","94,163"
"","3,699","","Carolus Rex [Swedish] Sabaton","192,000,947","44,442"
"","3,700","","Thank You Blue Daoko","191,569,579","76,447"
"","3,701","","Demo 2 Sezen Aksu","191,385,258","93,308"
"","3,702","","Import / Export Malik Montana","189,716,066","76,884"
"","3,703","","Schöne Neue Welt Culcha Candela","189,535,193","96,010"
"","3,704","","Solitude Billie Holiday","189,368,573","178,396"
"","3,705","","Capricorn (魔杰座) Jay Chou","189,359,465","135,855"
"","3,706","","Ratatouille Michael Giacchino","189,083,861","109,373"
"","3,707","","Gimma Josylvio","188,679,720","26,518"
"","3,708","","&Twice Twice","188,411,523","57,463"
"","3,709","","December Avenue December Avenue","188,154,626","123,764"
"","3,710","","Zezé Di Camargo & Luciano (1995) Zezé Di Camargo & Luciano","187,822,026","153,872"
"","3,711","","Carpe Diem Olamide","187,816,154","133,652"
"","3,712","","City Zoo (摩天動物園) G.E.M.","187,720,885","94,131"
"","3,713","","For LP Fans Only Elvis Presley","187,617,145","49,166"
"","3,714","","Djavan ""Ao Vivo"" Djavan","187,490,662","232,358"
"","3,715","","Good Newwz Various Artists","187,399,568","94,508"
"","3,716","","Wizard Vicke Blanka","186,807,493","90,004"
"","3,717","","Veer-Zaara (वीर-ज़ारा) Madan Mohan & Sanjeev Kohli","186,442,266","246,820"
"","3,718","","Tid & Tro Victor Leksell","186,415,046","277,569"
"","3,719","","RnBesk Reynmen","186,277,102","56,400"
"","3,720","","Ultraelectromagneticpop! Eraserheads","186,190,613","151,704"
"","3,721","","Lazy Sunday Saucy Dog","186,091,785","105,285"
"","3,722","","Hisingen Och Hem Igen Miriam Bryant","186,054,491","21,165"
"","3,723","","Vaggvisor För Barn (Sjungna Som Vid Sängkanten) Sov Gott","186,001,302","102,986"
"","3,724","","Dolunay Canozan","185,929,057","158,467"
"","3,725","","Lemon Burnout Syndromes","185,924,570","116,828"
"","3,726","","Reflecties Yade Lauren","185,352,053","123,128"
"","3,727","","Paradoks Cakal","185,316,014","75,250"
"","3,728","","Dean Martin Sings Dean Martin","185,309,181","96,207"
"","3,729","","Corridos Bélicos, Vol. IV Luis R Conriquez","184,735,512","2,824,102"
"","3,730","","Langit. Luha. Silent Sanctuary","184,543,412","84,106"
"","3,731","","Flemming Flemming","184,307,229","103,391"
"","3,732","","Almost Goat Smolasty","183,833,207","95,427"
"","3,733","","Jersey Sachet-Parampara","183,816,246","218,571"
"","3,734","","Freestyle Freestyle","183,729,947","89,364"
"","3,735","","Plansze Jan-Rapowanie","183,525,697","80,707"
"","3,736","","Kaye Cal Kaye Cal","183,167,909","78,546"
"","3,737","","Bintang Di Surga Noah","182,927,757","142,698"
"","3,738","","Kabhi Alvida Naa Kehna (कभी अलविदा ना कहना) Shankar-Ehsaan-Loy","182,070,001","265,906"
"","3,739","","Main Hoon Na (मैं हूँ ना) Anu Malik","181,953,082","272,465"
"","3,740","","C'Est La Vie Khaled","181,909,559","110,761"
"","3,741","","Destination XYZ Callalily","181,646,915","135,284"
"","3,742","","Acabou Chorare Novos Baianos","181,306,835","92,039"
"","3,743","","Te He Prometido Leo Dan","181,080,667","227,035"
"","3,744","","Gehraiyaan (गहराइयां) OAFF & Savera Mehta","180,935,704","72,202"
"","3,745","","Bad Times Friend... iAmJakeHill","180,816,217","131,599"
"","3,746","","Svart, Vitt Och Allt Däremellan Daniel Adams-Ray","180,765,469","29,401"
"","3,747","","Gusare (ぐされ) Zutomayo","180,727,977","118,779"
"","3,748","","Fehler Im System Peter Schilling","179,649,988","124,853"
"","3,749","","She Says (她說) JJ Lin","179,458,441","85,031"
"","3,750","","Rock Around The Clock Bill Haley & His Comets","179,442,591","100,175"
"","3,751","","Acústico MTV Titãs","179,422,770","97,427"
"","3,752","","Levi Don't Do It Bunt","179,398,039","563,566"
"","3,753","","Vinnaithaandi Varuvaayaa (விண்ணைத்தாண்டி வருவாயா) A.R. Rahman","178,644,306","206,887"
"","3,754","","Dilwale Dulhania Le Jayenge (दिलवाले दुल्हनिया ले जाएंगे) Jatin-Lalit","178,637,841","278,380"
"","3,755","","Patutunguhan Cup Of Joe","178,427,597","898,215"
"","3,756","","Bertumbuh Aruma","178,414,986","206,476"
"","3,757","","Vikram Vedha (விக்ரம் வேதா) Sam C.S.","178,158,007","220,280"
"","3,758","","Makaveli Motive","178,118,396","188,638"
"","3,759","","What Love Has Taught Us (愛,教會我們的事) Eric Chou","178,070,392","78,642"
"","3,760","","The Chaos After You (如果雨之後) Eric Chou","177,935,863","94,890"
"","3,761","","Vilja Bli Oskar Linnros","177,090,242","39,219"
"","3,762","","Når Sjælen Kaster Op Tobias Rahim","176,370,720","78,886"
"","3,763","","Seductive Luciano","176,356,234","1,773,172"
"","3,764","","Divane Yaşar","176,080,480","242,136"
"","3,765","","Mellan Hägg Och Syrén Estraden","175,741,466","31,517"
"","3,766","","Yüksek Sadakat Yüksek Sadakat","175,741,295","127,943"
"","3,767","","Rewolucja Romantyczna Bedoes & Lanek","175,622,357","70,159"
"","3,768","","Genesis (新地球) JJ Lin","175,423,997","85,566"
"","3,769","","François Desireless","174,951,635","169,114"
"","3,770","","Have Yourself A Merry Little Christmas Kurt Nilsen & The Norwegian Radio Orchestra","174,877,546","2,593"
"","3,771","","Yeh Hui-Mei (葉惠美) Jay Chou","174,738,710","109,717"
"","3,772","","Body & Soul Joeboy","174,608,998","186,195"
"","3,773","","Als Je Voor Me Staat Jaap Reesema","174,603,414","126,533"
"","3,774","","Beginner (初學者) Joker Xue","174,541,390","90,353"
"","3,775","","Gök Nerede Mabel Matiz","174,535,833","220,974"
"","3,776","","Levla'nın Hikayesi Model","174,522,364","162,465"
"","3,777","","Mr. Blue The Fleetwoods","174,492,244","75,355"
"","3,778","","Özlüce Trap Boys Reckol","174,228,673","53,438"
"","3,779","","Roundabout Tatsuya Kitani","173,653,320","521,735"
"","3,780","","Everything We Are Everything Last Child","173,520,070","358,357"
"","3,781","","Beste Zangers Seizoen 11 Various Artists","173,336,205","45,003"
"","3,782","","Heartbreak SZN 2 Because","173,280,578","177,348"
"","3,783","","Haranasa Kiyo","173,190,974","202,825"
"","3,784","","Siyah Bayrak No.1","172,848,216","104,224"
"","3,785","","… En Door Snollebollekes","172,455,448","38,800"
"","3,786","","Audiotele Schafter","172,164,495","76,692"
"","3,787","","Snart Norlie & KKV","172,156,003","21,405"
"","3,788","","Dönersen Islık Çal Manuş Baba","172,010,261","126,816"
"","3,789","","Calypso Harry Belafonte","171,944,549","72,075"
"","3,790","","Sauce Deemz","171,637,778","63,006"
"","3,791","","Meet Me In St. Louis Judy Garland","171,607,971","3,628"
"","3,792","","Bir Şeytan Masalı Lia Shine","171,257,551","83,631"
"","3,793","","Aadukalam (ஆடுகளம்) G. V. Prakash","171,236,652","216,889"
"","3,794","","Och Vinnaren Är... Veronica Maggio","171,094,421","60,371"
"","3,795","","Dans Ma Bulle Diam's","171,064,517","107,974"
"","3,796","","NDX A.K.A. Familia NDX A.K.A.","170,981,222","443,193"
"","3,797","","Klubowe Tymek","170,790,022","83,663"
"","3,798","","Somna Hed Humlan Djojj Humlan Djojj","169,810,301","274,235"
"","3,799","","History Of Tomorrow (自傳) Mayday","169,576,278","71,416"
"","3,800","","Si Sabe Blessd","169,339,956","1,733,228"
"","3,801","","Polonya'nın Başı Belada Dolu Kadehi Ters Tut","169,245,041","113,667"
"","3,802","","Fiender Är Tråkigt Veronica Maggio","169,139,427","41,133"
"","3,803","","Picasso Sevn Alias","169,021,496","28,133"
"","3,804","","Düş Bahçeleri Sezen Aksu","168,968,765","215,069"
"","3,805","","First Love Hikaru Utada","168,848,267","151,106"
"","3,806","","H8M5 Białas","168,593,605","51,962"
"","3,807","","Coisa De Acender Djavan","168,189,857","116,527"
"","3,808","","İnandığın Masallar Pinhani","168,150,449","92,106"
"","3,809","","Bachelor Various Artists","168,001,126","153,942"
"","3,810","","Heartbeat (新的心跳) G.E.M.","167,553,100","103,707"
"","3,811","","Mesafe Serdar Ortaç","167,368,063","151,243"
"","3,812","","Yalnızlığın Çaresini Bulmuşlar Gripin","167,281,346","178,093"
"","3,813","","İnsan Gelir İnsan Geçer Sena Şener","165,544,178","106,660"
"","3,814","","22 Motive","165,502,135","143,010"
"","3,815","","Młody Książę White 2115","165,368,332","73,933"
"","3,816","","WOP Lil Kleine","165,224,997","34,703"
"","3,817","","Acústico MTV Legião Urbana","165,078,684","50,847"
"","3,818","","Constellations Jazzy","164,596,737","405,941"
"","3,819","","Krig-Ha, Bandolo Raul Seixas","164,479,188","115,873"
"","3,820","","...Squèrez? Lùnapop","164,014,734","125,340"
"","3,821","","Tilawat Sheikh Mishary Rashid Alfasay","163,782,643","141,006"
"","3,822","","Geen Oog Dichtgedaan Frenna","163,702,409","32,369"
"","3,823","","Młody Say10 Chivas","163,541,064","159,951"
"","3,824","","Küskünüm Müslüm Gürses","163,515,709","141,469"
"","3,825","","Dil To Pagal Hai (दिल तो पागल है) Uttam Singh","163,451,077","269,004"
"","3,826","","Que Pais E Este Legião Urbana","163,136,397","102,209"
"","3,827","","Best Year Of My Life Alessandra","162,562,602","0"
"","3,828","","Karma Tarkan","162,551,961","83,334"
"","3,829","","Flawless Dree Low","162,435,432","10,582"
"","3,830","","Umaga The Juans","162,341,887","69,487"
"","3,831","","Neon Genesis Evangelion Shiro Sagisu","162,317,199","98,286"
"","3,832","","Gülümse Sezen Aksu","162,111,265","132,176"
"","3,833","","Yung Pokro Yung Felix","162,048,456","26,952"
"","3,834","","Ett Fel Närmare Rätt Den Svenska Björnstammen","161,645,820","26,291"
"","3,835","","Still Fantasy (依然范特西) Jay Chou","161,371,002","94,887"
"","3,836","","Era Era","161,091,121","83,541"
"","3,837","","Underbart I All Misär Miss Li","160,786,359","43,649"
"","3,838","","Känn Ingen Sorg För Mig Göteborg Håkan Hellström","160,771,887","28,750"
"","3,839","","Velaiilla Pattadhari (வேலையில்லா பட்டதாரி) Anirudh Ravichander","160,534,238","240,270"
"","3,840","","19 Kahraman Deniz","160,462,264","78,294"
"","3,841","","Ella And Louis Again Ella Fitzgerald & Louis Armstrong","160,202,959","50,490"
"","3,842","","Roberto Carlos (Ele Está Prá Chegar) Roberto Carlos","160,108,945","102,220"
"","3,843","","Sevda Gibi Ufuk Beydemir","160,056,356","67,728"
"","3,844","","Aiyo, Not Bad (唉呦，不錯哦) Jay Chou","159,856,781","52,760"
"","3,845","","Yaaradi Nee Mohini (யாரடி நீ மோகினி) Yuvan Shankar Raja","159,660,599","223,749"
"","3,846","","Rasmus Seebach Rasmus Seebach","159,623,275","41,844"
"","3,847","","Winterkinder ...Auf Der Suche Nach Weihnachten Rolf Zuckowski","159,459,964","12,090"
"","3,848","","Fit Tymek","159,292,109","63,002"
"","3,849","","Things Are Swingin' Peggy Lee","159,254,775","103,499"
"","3,850","","99% RPT MCK","159,178,474","329,956"
"","3,851","","Dove C'è Musica Eros Ramazzotti","158,946,969","84,828"
"","3,852","","Lagipula Hidup Akan Berakhir Hindia","158,897,807","579,634"
"","3,853","","Gewoon Andre Andre Hazes","158,879,606","78,979"
"","3,854","","Långa Nätter Melissa Horn","158,676,098","17,833"
"","3,855","","Çocuk Şarkıları (Çoçukşarkıları) Çocuk Şarkıları Superstar","158,192,211","135,517"
"","3,856","","93 Boef","158,168,494","40,822"
"","3,857","","Bulunmam Gerek Can Bonomo","157,250,274","129,168"
"","3,858","","Taman Langit Noah","156,798,668","122,750"
"","3,859","","Halina Sa Parokya Parokya Ni Edgar","156,420,517","153,705"
"","3,860","","Atypowy Szpaku","156,418,324","80,973"
"","3,861","","Duman 1 Duman","156,417,985","87,371"
"","3,862","","Âşık Ebru Gündeş","156,223,280","119,160"
"","3,863","","Art Brut 2 Pro8l3m","156,059,101","132,683"
"","3,864","","Sevgi Duvarı Ahmet Kaya","155,771,556","181,911"
"","3,865","","Doctor Anirudh Ravichander","155,524,310","112,488"
"","3,866","","Duman 2 Duman","155,499,772","78,075"
"","3,867","","We Moeten Door 2 Broederliefde","155,131,787","24,535"
"","3,868","","Morissette Morissette","155,064,858","61,516"
"","3,869","","TJ Monterde TJ Monterde","154,235,063","171,830"
"","3,870","","Truth, Cry, And Lie Letto","154,155,523","206,875"
"","3,871","","Jazz Ist Anders Die Ärzte","153,957,318","130,142"
"","3,872","","Adımı Kalbine Yaz Tarkan","153,861,204","170,766"
"","3,873","","Aashiqui (आशिकी) Nadeem Shravan","153,413,243","210,656"
"","3,874","","L'Ecole Du Micro D'Argent IAM","153,350,965","81,481"
"","3,875","","Större Molly Sandén","153,347,289","20,691"
"","3,876","","Visionair Henkie T","153,275,673","69,003"
"","3,877","","Takk... Sigur Rós","153,037,236","39,140"
"","3,878","","Sid & Aya (Not A Love Story) Various Artists","152,718,172","94,976"
"","3,879","","Noon Time Show The Itchyworms","152,282,094","188,890"
"","3,880","","Fläcken Som Aldrig Går Bort Kapten Röd","151,652,307","18,034"
"","3,881","","I Told Sunset About You (แปลรักฉันด้วยใจเธอ) Billkin & PP Krit","151,473,556","75,025"
"","3,882","","Andere Flex Dopebwoy","151,382,156","34,595"
"","3,883","","The ""Chirping"" Crickets Buddy Holly & The Crickets","151,321,576","54,463"
"","3,884","","Lamp Gensō (ランプ幻想) Lamp","150,940,814","274,110"
"","3,885","","Moments Maudy Ayunda","150,918,960","192,977"
"","3,886","","Ted Ted Gärdestad","150,899,031","41,490"
"","3,887","","Love Today Yuvan Shankar Raja","150,686,282","126,116"
"","3,888","","Com Você ... Meu Mundo Ficaria Completo Cássia Eller","150,601,892","119,421"
"","3,889","","And the Story Continues... Marcell","150,593,417","123,298"
"","3,890","","Dopehouse Mixtape Gibbs & Dopehouse","150,412,603","200,223"
"","3,891","","Do Svidaniya (До Свидания) IC3PEAK","150,342,397","92,247"
"","3,892","","Taal (ताल) A.R. Rahman","150,156,862","240,418"
"","3,893","","Pagi Pulang Pagi Armada","149,751,369","150,293"
"","3,894","","Evil_Things Guzior","149,629,560","84,263"
"","3,895","","Bitter Sweet Love James Arthur","149,285,917","625,684"
"","3,896","","Aan BLØF","149,150,125","26,986"
"","3,897","","Baazigar (बाज़ीगर) Anu Malik","148,995,733","262,126"
"","3,898","","Aku Kembali Sammy Simorangkir","148,949,610","129,287"
"","3,899","","Ideologia Cazuza","148,503,957","91,111"
"","3,900","","Hridayam (ഹൃദയം) (Side A) Hesham Abdul Wahab","148,231,796","116,400"
"","3,901","","Annoyance And Disappointment Dawid Podsiadło","148,030,086","58,111"
"","3,902","","Baree? (?باري) Issam Alnajjar","147,983,475","53,500"
"","3,903","","Todo Combo Moonstar88","147,817,580","151,099"
"","3,904","","Unge Med Extra Energi Einár","147,618,407","99,374"
"","3,905","","This Is Dean Martin Dean Martin","147,285,781","98,626"
"","3,906","","Hotel Maffija 3 Various Artists","146,838,786","206,429"
"","3,907","","Widmo Pro8l3m","146,379,739","95,742"
"","3,908","","Naanum Rowdy Dhaan (நானும் ரௌடி தான்) Anirudh Ravichander","146,134,486","183,914"
"","3,909","","PS Jag Hatar Dig Miriam Bryant","146,119,243","44,869"
"","3,910","","1-800-Oświecenie Taco Hemingway","146,117,078","279,532"
"","3,911","","Ponniyin Selvan: I (பொன்னியின் செல்வன் 1) A.R. Rahman","145,933,310","18,725"
